Ref_Date,GEO,STAT,SUMMARY,Value
2012,Newfoundland and Labrador,Average expenditure per household,Breakfast cereal (except infant cereals),90
2013,Newfoundland and Labrador,Average expenditure per household,Breakfast cereal (except infant cereals),87
2014,Newfoundland and Labrador,Average expenditure per household,Breakfast cereal (except infant cereals),104
2015,Newfoundland and Labrador,Average expenditure per household,Breakfast cereal (except infant cereals),91
2016,Newfoundland and Labrador,Average expenditure per household,Breakfast cereal (except infant cereals),96
2010,Newfoundland and Labrador,Average expenditure per household,Cereal bars,51
2011,Newfoundland and Labrador,Average expenditure per household,Cereal bars,54
2012,Newfoundland and Labrador,Average expenditure per household,Cereal bars,54
2013,Newfoundland and Labrador,Average expenditure per household,Cereal bars,59
2014,Newfoundland and Labrador,Average expenditure per household,Cereal bars,55
2015,Newfoundland and Labrador,Average expenditure per household,Cereal bars,57
2016,Newfoundland and Labrador,Average expenditure per household,Cereal bars,63
2010,Newfoundland and Labrador,Average expenditure per household,Cereal-based snack food,85
2011,Newfoundland and Labrador,Average expenditure per household,Cereal-based snack food,73
2012,Newfoundland and Labrador,Average expenditure per household,Cereal-based snack food,71
2013,Newfoundland and Labrador,Average expenditure per household,Cereal-based snack food,76
2014,Newfoundland and Labrador,Average expenditure per household,Cereal-based snack food,79
2015,Newfoundland and Labrador,Average expenditure per household,Cereal-based snack food,96
2016,Newfoundland and Labrador,Average expenditure per household,Cereal-based snack food,111
2010,Newfoundland and Labrador,Average expenditure per household,Other cereal grains (unmilled or milled),3
2011,Newfoundland and Labrador,Average expenditure per household,Other cereal grains (unmilled or milled),5
2012,Newfoundland and Labrador,Average expenditure per household,Other cereal grains (unmilled or milled),F
2013,Newfoundland and Labrador,Average expenditure per household,Other cereal grains (unmilled or milled),F
2014,Newfoundland and Labrador,Average expenditure per household,Other cereal grains (unmilled or milled),9
2015,Newfoundland and Labrador,Average expenditure per household,Other cereal grains (unmilled or milled),3
2016,Newfoundland and Labrador,Average expenditure per household,Other cereal grains (unmilled or milled),10
2010,Newfoundland and Labrador,Average expenditure per household,"Fruit, fruit preparations and nuts",609
2011,Newfoundland and Labrador,Average expenditure per household,"Fruit, fruit preparations and nuts",595
2012,Newfoundland and Labrador,Average expenditure per household,"Fruit, fruit preparations and nuts",668
2013,Newfoundland and Labrador,Average expenditure per household,"Fruit, fruit preparations and nuts",613
2014,Newfoundland and Labrador,Average expenditure per household,"Fruit, fruit preparations and nuts",611
2015,Newfoundland and Labrador,Average expenditure per household,"Fruit, fruit preparations and nuts",643
2016,Newfoundland and Labrador,Average expenditure per household,"Fruit, fruit preparations and nuts",625
2010,Newfoundland and Labrador,Average expenditure per household,Fresh fruit,327
2011,Newfoundland and Labrador,Average expenditure per household,Fresh fruit,307
2012,Newfoundland and Labrador,Average expenditure per household,Fresh fruit,354
2013,Newfoundland and Labrador,Average expenditure per household,Fresh fruit,359
2014,Newfoundland and Labrador,Average expenditure per household,Fresh fruit,379
2015,Newfoundland and Labrador,Average expenditure per household,Fresh fruit,379
2016,Newfoundland and Labrador,Average expenditure per household,Fresh fruit,384
2010,Newfoundland and Labrador,Average expenditure per household,Apples (fresh),41
2011,Newfoundland and Labrador,Average expenditure per household,Apples (fresh),47
2012,Newfoundland and Labrador,Average expenditure per household,Apples (fresh),44
2013,Newfoundland and Labrador,Average expenditure per household,Apples (fresh),62
2014,Newfoundland and Labrador,Average expenditure per household,Apples (fresh),49
2015,Newfoundland and Labrador,Average expenditure per household,Apples (fresh),50
2016,Newfoundland and Labrador,Average expenditure per household,Apples (fresh),54
2010,Newfoundland and Labrador,Average expenditure per household,Bananas and plantains (fresh),49
2011,Newfoundland and Labrador,Average expenditure per household,Bananas and plantains (fresh),52
2012,Newfoundland and Labrador,Average expenditure per household,Bananas and plantains (fresh),54
2013,Newfoundland and Labrador,Average expenditure per household,Bananas and plantains (fresh),60
2014,Newfoundland and Labrador,Average expenditure per household,Bananas and plantains (fresh),57
2015,Newfoundland and Labrador,Average expenditure per household,Bananas and plantains (fresh),56
2016,Newfoundland and Labrador,Average expenditure per household,Bananas and plantains (fresh),65
2010,Newfoundland and Labrador,Average expenditure per household,Grapes (fresh),44
2011,Newfoundland and Labrador,Average expenditure per household,Grapes (fresh),44
2012,Newfoundland and Labrador,Average expenditure per household,Grapes (fresh),45
2013,Newfoundland and Labrador,Average expenditure per household,Grapes (fresh),41
2014,Newfoundland and Labrador,Average expenditure per household,Grapes (fresh),54
2015,Newfoundland and Labrador,Average expenditure per household,Grapes (fresh),50
2016,Newfoundland and Labrador,Average expenditure per household,Grapes (fresh),39
2010,Newfoundland and Labrador,Average expenditure per household,Peaches and nectarines (fresh),8
2011,Newfoundland and Labrador,Average expenditure per household,Peaches and nectarines (fresh),8
2012,Newfoundland and Labrador,Average expenditure per household,Peaches and nectarines (fresh),5
2013,Newfoundland and Labrador,Average expenditure per household,Peaches and nectarines (fresh),F
2014,Newfoundland and Labrador,Average expenditure per household,Peaches and nectarines (fresh),13
2015,Newfoundland and Labrador,Average expenditure per household,Peaches and nectarines (fresh),F
2016,Newfoundland and Labrador,Average expenditure per household,Peaches and nectarines (fresh),F
2010,Newfoundland and Labrador,Average expenditure per household,Peaches (fresh),5
2011,Newfoundland and Labrador,Average expenditure per household,Peaches (fresh),4
2012,Newfoundland and Labrador,Average expenditure per household,Peaches (fresh),F
2013,Newfoundland and Labrador,Average expenditure per household,Peaches (fresh),F
2014,Newfoundland and Labrador,Average expenditure per household,Peaches (fresh),F
2015,Newfoundland and Labrador,Average expenditure per household,Peaches (fresh),F
2016,Newfoundland and Labrador,Average expenditure per household,Peaches (fresh),F
2010,Newfoundland and Labrador,Average expenditure per household,Nectarines (fresh),2
2011,Newfoundland and Labrador,Average expenditure per household,Nectarines (fresh),4
2012,Newfoundland and Labrador,Average expenditure per household,Nectarines (fresh),F
2013,Newfoundland and Labrador,Average expenditure per household,Nectarines (fresh),F
2014,Newfoundland and Labrador,Average expenditure per household,Nectarines (fresh),F
2015,Newfoundland and Labrador,Average expenditure per household,Nectarines (fresh),F
2016,Newfoundland and Labrador,Average expenditure per household,Nectarines (fresh),F
2010,Newfoundland and Labrador,Average expenditure per household,Pears (fresh),11
2011,Newfoundland and Labrador,Average expenditure per household,Pears (fresh),7
2012,Newfoundland and Labrador,Average expenditure per household,Pears (fresh),14
2013,Newfoundland and Labrador,Average expenditure per household,Pears (fresh),9
2014,Newfoundland and Labrador,Average expenditure per household,Pears (fresh),5
2015,Newfoundland and Labrador,Average expenditure per household,Pears (fresh),16
2016,Newfoundland and Labrador,Average expenditure per household,Pears (fresh),11
2010,Newfoundland and Labrador,Average expenditure per household,Berries (fresh),69
2011,Newfoundland and Labrador,Average expenditure per household,Berries (fresh),62
2012,Newfoundland and Labrador,Average expenditure per household,Berries (fresh),85
2013,Newfoundland and Labrador,Average expenditure per household,Berries (fresh),86
2014,Newfoundland and Labrador,Average expenditure per household,Berries (fresh),97
